id,Dorsal,Nombre,Apellido,Team,Posicion,OPS,%_On_Base,Slugging,Fecha Nac,Edad,F_Debut,Lugar_Nacimiento,Pais,Peso,Estatura(mtrs),Mano_Bateo,Mano_Lanzar,Juegos_Jugados,Turnos_Bate,Carrera,Hits,Dobles,Triple,Jonrones,Carreras_Impulsadas,Boletos,Ponches,Bases_Robadas,Atrapado_Robando,Promedio,Link_Ficha_Player,IMC
592206,8,Nick,Castellanos,PHI,RF,0.694,0.305,0.389,1992-03-04,31,2013-09-01, FL,USA,92.08,1.93,R,R,136,524,56,138,27,0,13,62,29,130,7,1,0.263,https://www.mlb.com/es/player/592206,24.720126714811137
467793,41,Carlos,Santana,SEA,1B,0.692,0.316,0.376,1986-04-08,37,2010-06-11, Dominican Republic,Dominican Republic,97.52,1.55,S,R,131,431,52,87,18,0,19,60,71,88,0,0,0.202,https://www.mlb.com/es/player/467793,40.59105098855358
608385,33,Jesse,Winker,SEA,DH,0.688,0.344,0.344,1993-08-17,29,2017-04-14, NY,USA,104.33,1.88,L,L,136,456,51,100,15,0,14,53,84,103,0,0,0.219,https://www.mlb.com/es/player/608385,29.518447261204166
542303,20,Marcell,Ozuna,ATL,DH,0.687,0.274,0.413,1990-11-12,32,2013-04-30, Dominican Republic,Dominican Republic,102.06,1.85,R,R,124,470,56,106,19,0,23,56,31,122,2,1,0.226,https://www.mlb.com/es/player/542303,29.820306793279766
502054,28,Tommy,Pham,BOS,LF,0.6859999999999999,0.312,0.374,1988-03-08,35,2014-09-09, NV,USA,101.15,1.85,R,R,144,554,89,131,23,1,17,63,56,167,8,3,0.236,https://www.mlb.com/es/player/502054,29.554419284149013
518626,28,Josh,Donaldson,NYY,3B,0.6819999999999999,0.308,0.374,1985-12-08,37,2010-04-30, FL,USA,95.25,1.85,R,R,132,478,59,106,28,0,15,62,54,148,2,2,0.222,https://www.mlb.com/es/player/518626,27.83053323593864
572041,8,AJ,Pollock,CWS,DH,0.681,0.292,0.389,1987-12-05,35,2012-04-18, CT,USA,95.25,1.85,R,R,138,489,61,120,26,1,14,56,32,98,3,1,0.245,https://www.mlb.com/es/player/572041,27.83053323593864
641487,3,J.P.,Crawford,SEA,SS,0.675,0.339,0.336,1995-01-11,28,2017-09-05, CA,USA,91.63,1.88,L,R,145,518,57,126,24,3,6,42,68,80,3,2,0.243,https://www.mlb.com/es/player/641487,25.925192394748755
593160,15,Whit,Merrifield,TOR,2B,0.673,0.298,0.375,1989-01-24,34,2016-05-18, SC,USA,88.45,1.85,R,R,139,504,70,126,28,1,11,58,38,85,16,5,0.25,https://www.mlb.com/es/player/593160,25.843681519357194
595879,28,Javier,Baez,DET,SS,0.671,0.278,0.393,1992-12-01,30,2014-08-05, Puerto Rico,Puerto Rico,86.18,1.83,R,R,144,555,64,132,27,4,17,67,26,147,9,2,0.238,https://www.mlb.com/es/player/595879,25.733823046373434
542583,99,Jesus,Aguilar,BAL,1B,0.66,0.281,0.379,1990-06-30,32,2014-05-15, Venezuela,Venezuela,125.64,1.91,R,R,129,464,39,109,19,0,16,51,28,119,1,0,0.235,https://www.mlb.com/es/player/542583,34.43984539897481
663647,13,Ke'Bryan,Hayes,PIT,3B,0.659,0.314,0.345,1997-01-28,26,2020-09-01, TX,USA,92.99,1.55,R,R,136,505,55,123,24,3,7,41,48,122,20,5,0.244,https://www.mlb.com/es/player/663647,38.70551508844952
641355,24,Cody,Bellinger,LAD,CF,0.654,0.265,0.389,1995-07-13,27,2017-04-25, AZ,USA,92.08,1.93,L,L,144,504,70,106,27,3,19,68,38,150,14,3,0.21,https://www.mlb.com/es/player/641355,24.720126714811137
443558,32,Nelson,Cruz,WSH,DH,0.65,0.313,0.337,1980-07-01,42,2005-09-17, Dominican Republic,Dominican Republic,104.33,1.88,R,R,124,448,50,105,16,0,10,64,49,119,4,0,0.234,https://www.mlb.com/es/player/443558,29.518447261204166
493329,10,Yuli,Gurriel,HOU,1B,0.6479999999999999,0.288,0.36,1984-06-09,39,2016-08-21, Cuba,Cuba,97.52,1.83,R,R,146,545,53,132,40,0,8,53,30,73,8,0,0.242,https://www.mlb.com/es/player/493329,29.120009555376388
622761,3,Jorge,Mateo,BAL,SS,0.646,0.267,0.379,1995-06-23,27,2020-08-13, Dominican Republic,Dominican Republic,90.72,1.85,R,R,150,494,63,109,25,7,13,50,27,147,35,9,0.221,https://www.mlb.com/es/player/622761,26.506939371804233
643393,5,Tony,Kemp,OAK,2B,0.641,0.307,0.334,1991-10-31,31,2016-05-17, TN,USA,72.57,1.68,L,R,147,497,61,117,24,2,7,46,45,69,11,1,0.235,https://www.mlb.com/es/player/643393,25.71215986394558
643396,12,Isiah,Kiner-Falefa,NYY,CF,0.641,0.314,0.327,1995-03-23,28,2018-04-10, HI,USA,86.18,1.55,R,R,142,483,66,126,20,0,4,48,35,72,22,4,0.261,https://www.mlb.com/es/player/643396,35.87096774193548
514917,13,Cesar,Hernandez,WSH,2B,0.629,0.311,0.318,1990-05-23,33,2013-05-29, Venezuela,Venezuela,0.0,1.55,S,R,147,560,64,139,28,4,1,34,45,114,10,4,0.248,https://www.mlb.com/es/player/514917,0.0
663757,1,Trent,Grisham,SD,CF,0.625,0.284,0.341,1996-11-01,26,2019-08-01, TX,USA,101.6,1.55,L,L,152,451,58,83,16,2,17,53,57,150,7,1,0.184,https://www.mlb.com/es/player/663757,42.28928199791883
624428,12,Adam,Frazier,SEA,2B,0.612,0.301,0.311,1991-12-14,31,2016-06-24, GA,USA,81.65,1.55,L,R,156,541,61,129,22,4,3,42,46,73,11,6,0.238,https://www.mlb.com/es/player/624428,33.98543184183142
500743,11,Miguel,Rojas,MIA,SS,0.606,0.283,0.323,1989-02-24,34,2014-06-06, Venezuela,Venezuela,85.28,1.83,R,R,140,471,34,111,19,2,6,36,26,61,9,3,0.236,https://www.mlb.com/es/player/500743,25.465078085341453
664702,7,Myles,Straw,CLE,CF,0.5640000000000001,0.291,0.273,1994-10-17,28,2018-09-15, CA,USA,80.74,1.55,R,R,152,535,72,118,22,3,0,32,54,87,21,1,0.221,https://www.mlb.com/es/player/664702,33.60665972944849
570731,7,Jonathan,Schoop,DET,2B,0.5609999999999999,0.239,0.322,1991-10-16,31,2013-09-25, Curacao,Curacao,112.04,1.85,R,R,131,481,48,97,23,1,11,38,19,107,5,0,0.202,https://www.mlb.com/es/player/570731,32.736303871439006
